FormID	EDID	FULL	Kind	DESC	QuestType	Flags	Priority	Location	StageCount	ObjectiveCount	AliasCount	Scripts	FragmentFile	GMRWRefs	SourceFile
0022728C	SFM01_Glow_CUT_FlaggedToNotExplort	Event: The Glowing Swamp	Event	Lower the levels of radiation within the Swamp Forest.	None	Run Once ; Exclude from dialogue export ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Not Autotracked ; Disable Event Announcement	50		20	4	30	defaultgamedayspassedglobalsscript ; DefaultQuestAddPlayersDistanceCheck ; DefaultQuestOnKillManager ; SFM01_Glow_QuestScript	Fragments:Quests:QF_SFM01_Glow_0022728C	006312EF:QuestReward_SFM01_Glow_CUT_FlaggedToNotExplort_Stage500_01:GMRW ; 006312F0:QuestReward_SFM01_Glow_CUT_FlaggedToNotExplort_Stage600_01:GMRW	SeventySix.esm
0023C7F3	TW010	Daily: Thrill of the Grill	Daily	Help the robot chef gather food.	Daily	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	60		19	11	15	DefaultDailyQuestScript ; defaultquestonaddplayersaddtoalias ; DefaultQuestRemovePlayersScript ; GQ_MiscRegionPointerCompletionScript	Fragments:Quests:QF_TW010_0023C7F3	00631329:QuestReward_TW010_Stage1000_01:GMRW	SeventySix.esm
0025A836	TW009	Event: The Battle that Never Was	Event	Fight a Civil War battle reenactment with your friends.	Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Disable Event Announcement ; Kick All Players From Instance on Shutdown	60		14	7	38	DefaultEventQuest ; DefaultQuestRemovePlayersScript ; TW009QuestEncounterWaveScript ; TW009Script	fragments:quests:qf_tw009_0025a836	00631325:QuestReward_TW009Confederate_Stage1000_01:GMRW ; 00631326:QuestReward_TW009Confederate_Stage999_01:GMRW ; 00631327:QuestReward_TW009Union_Stage1000_01:GMRW ; 00631328:QuestReward_TW009Union_Stage999_01:GMRW	SeventySix.esm
0025C090	TWZ05	Event: Swarm of Suitors	Event	Stop the Mirelurk swarm.	Public Event	Run Once ; Warn on Alias Fill Failed ; Repeats Conditions ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Disable Event Announcement	60		27	16	29	DefaultEventQuest ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:RA:SpawnPartyCrasher ; TWZ05Script	Fragments:Quests:QF_TWZ05_0025C090	0063132F:QuestReward_TWZ05_Stage1000_01:GMRW ; 00631330:QuestReward_TWZ05_Stage200_01:GMRW ; 00631331:QuestReward_TWZ05_Stage50_01:GMRW	SeventySix.esm
0025C0F4	TWZ07	Activity: Grafton Day	Activity	Attend the Grafton Day parade.	Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Disable Event Announcement ; Kick All Players From Instance on Shutdown	60		7	2	14	DefaultEventQuest ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; TWZ07_Script	fragments:quests:qf_twz07_0025c0f4	00631332:QuestReward_TWZ07_Stage1000_01:GMRW	SeventySix.esm
00275BC5	SFZ08_Fear	Activity: Irrational Fear	Activity	Help protect Beckham while he harvests honey.	Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	50		20	5	13	DefaultEventQuest ; defaultgamedayspassedglobalsscript ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; DefaultQuestSetStageOnTimerScript ; sfz08_fear_questscript	fragments:quests:qf_sfz08_fear_00275bc5	006312FA:QuestReward_SFZ08_Fear_Stage500_01:GMRW	SeventySix.esm
002B477F	EN06_Pres	Event: Race for the Presidency	Event	Claim the most votes and be named President!	Public Event	Run Once ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Not Autotracked	80		7	13	182	defaultquestencounterwavescript ; EN06QuestScript	Fragments:Quests:QF_EN06_Pres_002B477F	0063121A:QuestReward_EN06_Pres_Stage100_01:GMRW	SeventySix.esm
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	Event	Prevent Libby O'Brien's Mine from Burning Up	Public Event	Run Once ; Exclude from dialogue export ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		35	11	47	DefaultEventQuest ; defaultquestencounterwavescript ; Quests:MTR11:Delve	Fragments:Quests:QF_MTR11_Delve_002B7C4D	006312AA:QuestReward_MTR11_Delve_Stage9999_01:GMRW	SeventySix.esm
002D64EE	FF11_Raid	Activity: Collision Course	Activity	Fight the Scorched to claim a Cargobot supply drop.	Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	60		22	15	32	DefaultEventQuest ; defaultgamedayspassedglobalsscript ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; DefaultQuestSetStageOnTimerScript ; FF11_Raid_AirDropScript ; FF11_Raid_QuestScript ; TutorialEventQuestScript	Fragments:Quests:QF_FF11_Raid_002D64EE	0063122C:QuestReward_FF11_Raid_Stage9000_01:GMRW	SeventySix.esm
00304A39	FSS01_Trap	Activity: It's a Trap	Activity	Use the lure at <Alias=ParentLocation> to trap a Scorchbeast on the ground and defeat it!	Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	50		9	4	19	CheckReqSendEBS ; DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; FSS01_TrapQuest	fragments:quests:qf_fss01_trap_00304a39	00631240:QuestReward_FSS01_Trap_Stage1000_01:GMRW	SeventySix.esm
00311433	BoSr01	Event: Line in the Sand	Event	Scorched are amassing! But Fort Defiance's defenses are online.	Public Event	Run Once ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		15	11	18	BoSr01_Script ; DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; DefaultQuestSetStageOnTimerScript ; Quests:E07B_Invaders:EventTakeoverScript	fragments:quests:qf_bosr01_00311433	006311AA:QuestReward_BoSr01_Stage700_01:GMRW	SeventySix.esm
0031307F	BoSZ03	Activity: Distant Thunder	Activity	The artillery battery at Fort Defiance is ready to deal a blow to the Scorched.	Event	Run Once ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	50		12	6	12	BoSZ03Script ; DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; DefaultQuestSetStageOnTimerScript	fragments:quests:qf_bosz03_0031307f	006311AE:QuestReward_BoSZ03_Stage200_01:GMRW ; 006311AF:QuestReward_BoSZ03_Stage500_01:GMRW	SeventySix.esm
00320E08	MTR04_Dross	Daily: Dross Toss	Daily	Earn Mr. Fuzzy tokens by tossing lumps of dross through the targets!	Daily	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	50		14	6	10	DefaultDailyQuestScript ; DefaultQuestRemovePlayersScript ; Quests:MTR04:Dross	Fragments:Quests:QF_MTR04_Dross_00320E08	0063129D:QuestReward_MTR04_Dross_Stage1000_01:GMRW ; 0063129E:QuestReward_MTR04_Dross_Stage900_01:GMRW	SeventySix.esm
00320E09	MTR04_Chow	Daily: The Chow Line	Daily	Earn Mr. Fuzzy tokens by chowing down the spoiled hotdogs.	Daily	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	50		10	6	7	DefaultDailyQuestScript ; DefaultQuestRemovePlayersScript ; Quests:MTR04:Chow	Fragments:Quests:QF_MTR04_Chow_00320E09	0063129B:QuestReward_MTR04_Chow_Stage1000_01:GMRW ; 0063129C:QuestReward_MTR04_Chow_Stage900_01:GMRW	SeventySix.esm
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	Daily	Earn Mr. Fuzzy tokens by depositing coal into the carts scattered around the park!	Daily	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	50		16	7	10	DefaultDailyQuestScript ; DefaultQuestRemovePlayersScript ; Quests:MTR04:Lucky	Fragments:Quests:QF_MTR04_Lucky_00320E0A	006312A0:QuestReward_MTR04_Lucky_Stage1000_01:GMRW	SeventySix.esm
00331AB2	MTR10_Battle	Activity: Battle Bots	Activity	Pre-war Security Robots are still on patrol. Be wary of crossing their paths.	Event	Allow Repeat Stages ; Run Once ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	50		12	8	22	DefaultEventQuest ; DefaultOnItemAddedScript ; defaultquestemergencybroadcastscript ; DefaultQuestRemovePlayersScript ; MTR10_BattleQuestScript	fragments:quests:qf_mtr10_battle_00331ab2	006312A9:QuestReward_MTR10_Battle_Stage200_01:GMRW	SeventySix.esm
0034608A	CB06_ASAM	Activity: Surface to Air	Activity	Repair and defend an ASAM against a Scorchbeast attack.	Event	Allow Repeat Stages ; Run Once ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	30		9	2	14	CB06_ASAMScript ; DefaultEventQuest ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultQuestSetStageOnTimerScript ; QuestDebuggerScript ; SQ_ScorchbeastMasterScript	fragments:quests:qf_cb06_asam_0034608a	006311C7:QuestReward_CB06_ASAM_Stage9000_01:GMRW	SeventySix.esm
003ADDF9	76ExitEventQuest	Event: Welcoming Committee	Event	Drive back the Feral Ghouls outside the entrance to Vault 76.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Not Autotracked	60		4	1	43	DefaultEventQuest ; DefaultQuestOnKillManager ; V76EventQuestScript ; V76ExitEventQuest_TutorialScript	Fragments:Quests:QF_76ExitEventQuest_003ADDF9	006311A1:QuestReward_76ExitEventQuest_Stage1000_01:GMRW ; 006311A2:QuestReward_76ExitEventQuest_Stage900_01:GMRW	SeventySix.esm
003CF449	CUT_GQ_Invasion	Event: Super Mutant Invasion	Event	Super Mutants have invaded <Alias=InvasionLocation01>. Drive them out!	Public Event	Run Once ; Has Dialogue Data ; Unique Instance ; Uses Custom Expire Time ; Not Autotracked	0		5	3	22	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript	Fragments:Quests:QF_GQ_Invasion_003CF449		SeventySix.esm
003DF3FF	TW008	Event: Jail Break	Event	Help the prison warden with a jail break.	Public Event	Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Disable Event Announcement	60		15	7	38	DefaultEventQuest ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; TW008Script	fragments:quests:qf_tw008_003df3ff	00631322:QuestReward_TW008_Stage1000_01:GMRW ; 00631323:QuestReward_TW008_Stage510_01:GMRW ; 00631324:QuestReward_TW008_Stage610_01:GMRW	SeventySix.esm
003E271D	CB15_ScorchedEarth	Event: Scorched Earth	Event	Defeat the Scorchbeast Queen that is terrorizing the Cranberry Bog.	Public Event	Run Once ; Has Dialogue Data ; Unique Instance ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	90	RegionCranberryBogLocation "Cranberry Bog" [LCTN:000012A2]	9	2	23	CB15_QuestScript ; DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; DefaultQuestRewardEnemyDamageScript ; DefaultSetStageOnQuestTimerEnd	Fragments:Quests:QF_CB15_ScorchedEarth_003E271D	006311C8:QuestReward_CB15_ScorchedEarth_Stage999_01:GMRW	SeventySix.esm
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	Activity	<Alias=PowerPlantShortNameLocation> has failed. Repair its systems and get the power back on.	Event	Allow Repeat Stages ; Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Always Tracked ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	30		11	9	37	DefaultEventQuest ; DefaultQuestRemovePlayersScript ; PowerPlantEventQuestScript	fragments:quests:qf_powerplantevent_003e4e89	006312C8:QuestReward_PowerPlantEvent_Stage100_01:GMRW	SeventySix.esm
003F28CC	zzz_W05_SettlersDaily_Painting	Daily: A Refreshing Outlook	Daily	Samuel's asked for someone to paint over the raider graffiti on the walls of foundation.	None	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	50		10	5	7		Fragments:Quests:QF_W05_SettlersDaily_Paintin_003F28CC		SeventySix.esm
003F2DC7	zzz_W05_SettlersDaily_Clinic	Daily: Donations for the Clinic	Daily	Doc Aubrie's recording mentioned that the clinic in Foundation needs more Emergency Kits.	None	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	50		10	4	8	defaultquestemergencybroadcastscript	Fragments:Quests:QF_W05_SettlersDaily_Clinic_003F2DC7	006313D7:QuestReward_zzz_W05_SettlersDaily_Clinic_Stage9000_01:GMRW	SeventySix.esm
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	Daily	Sunny's Soup Kitchen in Foundation needs more stew to feed new arrivals.	None	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	50		10	4	8		Fragments:Quests:QF_W05_SettlersDaily_Stew_003F2DC9		SeventySix.esm
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	Daily	The Taylors could use a hand feeding Foundation's livestock.	None	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Can Be Rejected When Active ; Uses Custom Expire Time	50		11	6	8		Fragments:Quests:QF_W05_SettlersDaily_Fieldha_00403436	006313D8:QuestReward_zzz_W05_SettlersDaily_Fieldhand_Stage9000_01:GMRW	SeventySix.esm
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	Event	Help Scout Leader Penny tell campfire stories to her happy campers.	None	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	60		30	15	20	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; E01C_QuestScript_Mary	fragments:quests:qf_e01c_tales_mary_new_0041a676	006311FA:QuestReward_E01C_Tales_Mary_New_Stage9000_01:GMRW	SeventySix.esm
0041B725	zzz_W05_SettlersDaily_Restock	Daily: Restock the Armory	Daily	Foundation needs some supplies crafted and donated to the armory.	None	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	50		10	4	8		Fragments:Quests:QF_W05_SettlersDaily_Restock_0041B725	006313D9:QuestReward_zzz_W05_SettlersDaily_Restock_Stage9000_01:GMRW	SeventySix.esm
00454CB6	E01B_Encryptid	Event: Encryptid	Event	A rogue creature is terrorizing Appalachia.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		7	11	22	DefaultEventQuest ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:E01B_Encryptid:QuestScript	Fragments:Quests:QF_E01B_Encryptid_00454CB6	006311F6:QuestReward_E01B_Encryptid_Stage9000_01:GMRW	SeventySix.esm
004648C3	E01C_Tales_Dark	Event: Campfire Tales	Event	What terrors await in the darkness beyond the fire?	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		29	12	73	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:E01C_Tales:Dark:QuestScript ; Quests:E07B_Invaders:EventTakeoverScript ; Quests:RA:SpawnBigfootPartyCrasher	Fragments:Quests:QF_E01C_Tales_Dark_004648C3	006311F8:QuestReward_E01C_Tales_Dark_Stage9000_01:GMRW	SeventySix.esm
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	Event	Help Scout Leader Penny tell campfire stories to her happy campers.	None	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	60		18	13	27	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; E01C_QuestScript_Mary	fragments:quests:qf_e01c_tales_mary_0046a5aa	006311FB:QuestReward_E01C_Tales_Mary_Old_Stage9000_01:GMRW	SeventySix.esm
00498662	E01B_Herd	Event: Free Range	Event	Guide a pack of abandoned Brahmin back home.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		32	7	32	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; QUESTS:E01B_Herd:QuestScript ; Quests:E07B_Invaders:EventTakeoverScript ; Quests:RA:SpawnBigfootPartyCrasher ; Quests:_Default:ChooseRandomLocation	Fragments:Quests:QF_E01B_Herd_00498662	006311F7:QuestReward_E01B_Herd_Stage9000_01:GMRW	SeventySix.esm
0049886E	E01F_Fasnacht	Event: Fasnacht Day	Event	Join the fun during the Fasnacht Day parade and earn a chance at a festive mask!	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		77	17	89	defaultcounterquesta ; defaultcounterquestb ; DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; DefaultSimpleRespawnScript ; E01F_FasnachtQuest ; Quests:_Default:DispenserManagementScript	Fragments:Quests:QF_E01F_Fasnacht_0049886E	006311FC:QuestReward_E01F_Fasnacht_Stage9000_01:GMRW	SeventySix.esm
005109AF	SFS09_Habitat	Event: Project Paradise	Event	Attract friendly creatures to the three habitats and defend them from predators.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		30	22	55	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; quests:sfs09:habitatquestscript ; Quests:_Default:ChooseRandomLocation	Fragments:Quests:QF_SFS09_Habitat_005109AF	006312F7:QuestReward_SFS09_Habitat_Stage9000_01:GMRW	SeventySix.esm
0051AA0B	CB02_MaskTeam	Activity: Monster Mash	Activity		Public Event	Run Once ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Not Autotracked	30		2	7	9	CB02_MaskTeamScript ; DefaultSimpleRespawnScript			SeventySix.esm
0052808B	CBZ09_Census	Activity: Census Violence	Activity	There's only one way to fix the incorrect Census tally... murder.	Event	Run Once ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	0		9	2	6	CBZ09_QuestScript ; DefaultEventQuest ; DefaultQuestDistanceCheckScript ; defaultquestencounterwavescript ; DefaultQuestSetStageOnTimerScript	fragments:quests:qf_cbz09_census_0052808b	006311CB:QuestReward_CBZ09_Census_Stage9000_01:GMRW	SeventySix.esm
0052BDF7	CBZ13_Robots	Activity: AWOL Armaments	Activity	Defend against waves of robots.	Event	Run Once ; Has Dialogue Data ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	30		14	5	10	DefaultEventQuest ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultSetStageOnQuestTimerEnd ; QuestDebuggerScript	fragments:quests:qf_cbz13_robots_0052bdf7	006311CC:QuestReward_CBZ13_Robots_Stage9000_01:GMRW	SeventySix.esm
00541685	zzz_W05_SettlersDaily_Secret	Daily: Davie's Secret Mission	Daily	Davie has kicked his kickball outside of the town walls, and needs help to retrieve it.	None	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	50		9	3	6		Fragments:Quests:QF_W05_SettlersDaily_Secret_00541685		SeventySix.esm
00548761	W05_Daily_Photo	Daily: Photo Opportunity	Daily	Take surveillance photos for Davenport.	Daily	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	49		52	17	35	DefaultDailyQuestScript ; DefaultQuestRemovePlayersScript ; DefaultSetRandomStagesA ; DefaultSetRandomStagesB ; DefaultSetRandomStagesC ; DefaultSetStageOnInstanceLoadQuest ; quests:_default:setrandomstages ; W05_Daily_PhotoQuestScript	Fragments:Quests:QF_W05_Daily_Photo_00548761	0063139A:QuestReward_W05_Daily_Photo_Stage1200_01:GMRW ; 0063139B:QuestReward_W05_Daily_Photo_Stage1300_01:GMRW ; 0063139C:QuestReward_W05_Daily_Photo_Stage1500_01:GMRW ; 0063139D:QuestReward_W05_Daily_Photo_Stage2000_01:GMRW ; 0063139E:QuestReward_W05_Daily_Photo_Stage700_01:GMRW ; 0063139F:QuestReward_W05_Daily_Photo_Stage800_01:GMRW	SeventySix.esm
0054A71A	W05_Daily_Foundation01	Daily: Vital Equipment	Daily	Recover Foundation's stolen equipment.	Daily	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	50		21	5	8	DefaultDailyQuestScript ; defaultquestencounterwavescript ; defaultquestonaddplayersaddtoalias ; DefaultQuestRemovePlayersScript ; W05_Daily_F01_Script ; W05_ReputationQuestScript	Fragments:Quests:QF_W05_Daily_Foundation01_0054A71A	00631398:QuestReward_W05_Daily_Foundation01_Stage9995_01:GMRW ; 00631399:QuestReward_W05_Daily_Foundation01_Stage9998_01:GMRW	SeventySix.esm
0054B3F3	E02A_Meat_Hunt	Event: Primal Cuts	Event	Hunt down monstrous creatures for their Prime Meat.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		32	10	18	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:E02A_Meat:Hunt_QuestScript ; Quests:RA:SpawnBigfootPartyCrasher	Fragments:Quests:QF_E02A_Meat_Hunt_0054B3F3	00631202:QuestReward_E02A_Meat_Hunt_Stage9000_01:GMRW	SeventySix.esm
0054B3FA	E02A_Meat_BBQ	Event: Grahm's Meat-Cook	Event	Help Grahm host a clean, delicious, and lively cookout.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Not Autotracked	50		8	5	30	DefaultEventQuest ; DefaultQuestRemovePlayersScript ; DefaultSimpleRespawnScript ; QUESTS:E02A_Meat:QuestScript ; Quests:RA:SpawnBigfootPartyCrasher ; quests:_default:progressbar:masterscript	Fragments:Quests:QF_E02A_Meat_BBQ_0054B3FA	00631201:QuestReward_E02A_Meat_BBQ_Stage9000_01:GMRW	SeventySix.esm
0054DCF9	W05_Daily_R02_Retirement	Daily: Retirement Plan	Daily	Deal with former Crater gang members.	Daily	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	80		50	10	15	DefaultDailyQuestScript ; DefaultQuestRemovePlayersScript ; W05_ReputationQuestScript	Fragments:Quests:QF_W05_Daily_R02_Retirement_0054DCF9	006313A1:QuestReward_W05_Daily_R02_Retirement_Stage1360_01:GMRW ; 006313A2:QuestReward_W05_Daily_R02_Retirement_Stage2000_01:GMRW ; 006313A3:QuestReward_W05_Daily_R02_Retirement_Stage2200_01:GMRW ; 006313A4:QuestReward_W05_Daily_R02_Retirement_Stage2300_01:GMRW ; 006313A5:QuestReward_W05_Daily_R02_Retirement_Stage2400_01:GMRW ; 006313A6:QuestReward_W05_Daily_R02_Retirement_Stage2510_01:GMRW ; 006313A7:QuestReward_W05_Daily_R02_Retirement_Stage2520_01:GMRW ; 006313A8:QuestReward_W05_Daily_R02_Retirement_Stage2600_01:GMRW	SeventySix.esm
0054FA50	W05_Daily_R01	Daily: The Importance of Communication	Daily	Wren needs parts to maintain Crater's communications.	Daily	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	80		52	4	36	DefaultDailyQuestScript ; DefaultQuestRemovePlayersScript ; W05_Daily_R01_QuestScript_NEW ; W05_ReputationQuestScript	fragments:quests:qf_w05_daily_r01_0054fa50	006313A0:QuestReward_W05_Daily_R01_Stage9000_01:GMRW	SeventySix.esm
005600A9	E03A_Mischief	Event: Mischief Night	Event	Rampage through the Whitespring!	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Uses Custom Expire Time ; Not Autotracked	50		20	13	47	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:E03A_Mischief:QuestScript ; quests:_default:progressbar:masterscript	Fragments:Quests:QF_E03A_Mischief_005600A9	00631203:QuestReward_E03A_Mischief_Stage9000_01:GMRW	SeventySix.esm
00560B13	E05_Caravan	Activity: Riding Shotgun	Activity	Guide the Blue Ridge Caravan Co. through the Big Bend Tunnel	Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked ; Kick All Players From Instance on Shutdown	50		56	14	145	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; quests:e05_caravan:questscript	fragments:quests:qf_e05_caravan_00560b13	00631204:QuestReward_E05_Caravan_Stage9000_01:GMRW	SeventySix.esm
00562877	E05_Radiation	Event: Radiation Rumble	Event	Help the scavengers at Emmett Mountain Disposal Site.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		15	10	58	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:E05_Radiation:QuestScript ; Quests:_Default:ChooseRandomLocation ; quests:_default:progressbar:masterscript	Fragments:Quests:QF_E05_Radiation_00562877	00631205:QuestReward_E05_Radiation_Stage9000_01:GMRW	SeventySix.esm
