QuestFormID	QuestEDID	AllyGuess	TopicOrder	TopicFormID	TopicEDID	TopicPrompt	TopicSubtype	TopicCategory	TopicPriority	TopicFlags	Branch	InfoCount	LineCount
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	385	005A02E8			Custom@1313162067	Scene	50.000000			1	4
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	386	005A02E9			Custom@1313162067	Scene	50.000000			1	3
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	387	005A02EA			Custom@1313162067	Scene	50.000000			3	9
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	388	005A02EB		Actually, I'm done talking for now.	Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	389	005A02EC		Let's talk about the future.	Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	390	005A02ED		Let's talk about the Blood Eagles.	Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	391	005A05F2			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	392	005A05F3			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	393	005A05F4			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	394	005A05F5			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	395	005A05F6			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	396	005A05F7			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	397	005A05F8			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	398	005A05F9			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	399	005A05FA			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	400	005A05FB			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	401	005A05FC			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	402	005A05FD			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	403	005A05FE			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	404	005A05FF			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	405	005A0600			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	406	005A0601			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	407	005A0602			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	408	005A0603			Custom@1313162067	Scene	50.000000			2	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	409	005A0604			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	410	005A0F03			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	411	005A0F04			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	412	005A0F05			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	413	005A0F06			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	414	005A0F07			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	415	005A0F08			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	416	005A0F09			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	417	005A0F0A			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	418	005A0F0B			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	419	005A0F0C			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	420	005A0F0D			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	421	005A0F0E			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	422	005A0F0F			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	423	005A0F10			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	424	005A0F11			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	425	005A0F1C			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	426	005A0F1D			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	427	005A0F1E			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	428	005A0F1F			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	429	005A0F20			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	430	005A0F21			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	431	005A0F22			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	432	005A0F23			Custom@1313162067	Scene	50.000000			1	3
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	433	005A0F24			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	434	005A0F25			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	435	005A0F26			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	436	005A0F27			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	437	005A0F28			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	438	005A0F29			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	439	005A0F2A			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	440	005A0F2B			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	441	005A0F2C			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	442	005A1009			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	443	005A100A			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	444	005A100B			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	445	005A100C		I'm going to head out and tackle that job now.	Custom@1313162067	Scene	50.000000			35	53
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	446	005A100D			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	447	005A100E			Custom@1313162067	Scene	50.000000			2	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	448	005A100F			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	449	005A1010			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	450	005A1011			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	451	005A1012			Custom@1313162067	Scene	50.000000			2	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	452	005A1013			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	453	005A1014			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	454	005A11A7			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	455	005A11A8			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	456	005A11A9			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	457	005A11AA			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	458	005A11AC			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	459	005A11AD			Custom@1313162067	Scene	50.000000			3	3
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	460	005A11AE			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	461	005A11AF			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	462	005A11B0			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	463	005A11B1			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	464	005A11B2			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	465	005A11B3			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	466	005A11B4			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	467	005A11B5			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	468	005A11B6			Custom@1313162067	Scene	50.000000			3	3
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	469	005A11B7			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	470	005A11B8			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	471	005A11B9			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	472	005A11BA			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	473	005A11BB			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	474	005A11BC			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	475	005A11BD			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	476	005A11BE			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	477	005A11C1			Custom@1313162067	Scene	50.000000			1	3
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	478	005A11C2			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	479	005A11C3			Custom@1313162067	Scene	50.000000			3	6
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	480	005A11C4			Custom@1313162067	Scene	50.000000			3	3
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	481	005A11C5			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	482	005A11C6		I hope we've seen the last of the Blood Eagles.	Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	483	005A11C7			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	484	005A11C8			Custom@1313162067	Scene	50.000000			2	6
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	485	005A11C9			Custom@1313162067	Scene	50.000000			1	4
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	486	005A11CA			Custom@1313162067	Scene	50.000000			2	3
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	487	005A165A			Custom@1313162067	Scene	50.000000			12	16
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	488	005A165B			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	489	005A16FA			Taunt	Combat	50.000000			6	8
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	490	005A16FB			Hit	Combat	50.000000			6	8
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	491	005A16FC			Bleed Out	Combat	50.000000			6	8
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	492	005A16FD			Combat To Normal	Detection	50.000000			6	8
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	493	005A16FE			Normal To Combat	Detection	50.000000			6	8
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	494	005A186C			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	495	005A186D			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	496	005A1870			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	497	005A1871			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	498	005A1874			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	499	005A1875			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	500	005A1876			Custom@1313162067	Scene	50.000000			1	1
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	501	005A1877			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	502	005A192B			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	503	005A192C			Custom@1313162067	Scene	50.000000			1	2
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	504	005A1FCF			Custom@1313162067	Scene	50.000000			5	15
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	505	005A1FD0			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	506	005A1FD1			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	507	005A1FD2			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	508	005A1FD3			Custom@1313162067	Scene	50.000000			0	0
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	509	005A1FD4			Custom@1313162067	Scene	50.000000			5	7
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	0	00590684			Custom@1313162067	Scene	50.000000			1	1
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	1	00590685			Custom@1313162067	Scene	50.000000			1	1
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	2	00590686			Custom@1313162067	Scene	50.000000			1	2
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	3	00590687			Custom@1313162067	Scene	50.000000			1	1
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	4	00590688			Custom@1313162067	Scene	50.000000			0	0
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	5	00590689			Custom@1313162067	Scene	50.000000			1	1
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	6	0059068A			Custom@1313162067	Scene	50.000000			0	0
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	7	0059068B			Custom@1313162067	Scene	50.000000			1	1
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	8	0059068C			Custom@1313162067	Scene	50.000000			0	0
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	9	0059068D			Custom@1313162067	Scene	50.000000			1	1
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	10	0059068E			Custom@1313162067	Scene	50.000000			0	0
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	11	0059068F			Custom@1313162067	Scene	50.000000			1	2
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	12	00590690			Custom@1313162067	Scene	50.000000			1	1
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	13	005A1939			Custom@1313162067	Scene	50.000000			0	0
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	14	005A193C			Hello	Miscellaneous	50.000000			4	6
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	15	005A193D			Custom@1313162067	Scene	50.000000			1	1
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	16	005A193E			Greeting	Miscellaneous	50.000000			1	1
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	17	005A1C9B			Custom@1313162067	Scene	50.000000			0	0
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	0	005821B7			Custom@1313162067	Scene	50.000000			18	24
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	1	005821B8			Custom@1313162067	Scene	50.000000			6	8
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	2	005821B9			Custom@1313162067	Scene	50.000000			0	0
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	3	005821BA			Custom@1313162067	Scene	50.000000			16	24
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	4	005821BB			Custom@1313162067	Scene	50.000000			0	0
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	5	005821BC		How do you know about this?	Custom@1313162067	Scene	50.000000			18	24
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	6	005821BD			Custom@1313162067	Scene	50.000000			0	0
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	7	005821BE		Is there anything dangerous nearby that I should know about?	Custom@1313162067	Scene	50.000000			180	277
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	8	005821BF			Custom@1313162067	Scene	50.000000			0	0
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	9	005821C0		Where am I going?	Custom@1313162067	Scene	50.000000			101	154
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	10	005821C1			Custom@1313162067	Scene	50.000000			0	0
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	11	005821C2			Custom@1313162067	Scene	50.000000			192	289
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	12	005821C3			Custom@1313162067	Scene	50.000000			0	0
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	13	005821C4			Custom@1313162067	Scene	50.000000			24	37
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	14	005821C5			Greeting	Miscellaneous	50.000000			30	42
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	15	00585BF4			Idle	Miscellaneous	50.000000			17	21
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	16	00585BF5			Hello	Miscellaneous	50.000000			33	39
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	0	005821B6			Greeting	Miscellaneous	50.000000			6	8
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	1	00583975			Custom@1313162067	Scene	50.000000			18	24
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	2	00583976		Maybe later.	Custom@1313162067	Scene	50.000000			6	8
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	3	00583977			Custom@1313162067	Scene	50.000000			0	0
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	4	00583978		I can do this. I'll be back in no time.	Custom@1313162067	Scene	50.000000			20	30
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	5	00583979			Custom@1313162067	Scene	50.000000			0	0
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	6	0058397A		How did you find out about this, anyway?	Custom@1313162067	Scene	50.000000			32	44
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	7	0058397B			Custom@1313162067	Scene	50.000000			0	0
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	8	0058397C		Any danger I should know about?	Custom@1313162067	Scene	50.000000			180	278
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	9	0058397D			Custom@1313162067	Scene	50.000000			0	0
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	10	0058397E		Where am I headed?	Custom@1313162067	Scene	50.000000			100	152
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	11	0058397F			Custom@1313162067	Scene	50.000000			0	0
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	12	00583980		What should I expect to find here?	Custom@1313162067	Scene	50.000000			184	276
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	13	00583981			Custom@1313162067	Scene	50.000000			0	0
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	14	00583982			Custom@1313162067	Scene	50.000000			24	37
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	15	0059D169			Hello	Miscellaneous	50.000000			2	4
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	0	00582198			Custom@1313162067	Scene	50.000000			17	23
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	1	00582199			Custom@1313162067	Scene	50.000000			6	8
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	2	0058219A			Custom@1313162067	Scene	50.000000			0	0
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	3	0058219B			Custom@1313162067	Scene	50.000000			20	30
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	4	0058219C			Custom@1313162067	Scene	50.000000			0	0
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	5	0058219D			Custom@1313162067	Scene	50.000000			27	39
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	6	0058219E			Custom@1313162067	Scene	50.000000			0	0
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	7	0058219F			Custom@1313162067	Scene	50.000000			188	292
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	8	005821A0			Custom@1313162067	Scene	50.000000			0	0
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	9	005821A1			Custom@1313162067	Scene	50.000000			100	152
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	10	005821A2			Custom@1313162067	Scene	50.000000			0	0
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	11	005821A3			Custom@1313162067	Scene	50.000000			208	313
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	12	005821A4			Custom@1313162067	Scene	50.000000			0	0
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	13	005821A5			Custom@1313162067	Scene	50.000000			24	37
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	14	005821A6			Greeting	Miscellaneous	50.000000			30	42
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	15	00585BD4			Hello	Miscellaneous	50.000000			33	39
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	16	00585BD5			Idle	Miscellaneous	50.000000			22	26
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	0	00582174			Custom@1313162067	Scene	50.000000			1	1
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	1	00582175			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	2	00582176			Custom@1313162067	Scene	50.000000			1	1
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	3	00582177			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	4	00582178			Custom@1313162067	Scene	50.000000			1	1
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	5	00582179			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	6	0058217A			Custom@1313162067	Scene	50.000000			1	1
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	7	0058217B			Custom@1313162067	Scene	50.000000			1	2
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	8	0058217C			Custom@1313162067	Scene	50.000000			1	2
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	9	0058217D			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	10	0058217E			Custom@1313162067	Scene	50.000000			1	1
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	11	0058217F			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	12	00582180			Custom@1313162067	Scene	50.000000			1	1
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	13	00582181			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	14	00582182			Custom@1313162067	Scene	50.000000			1	1
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	15	00582183			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	16	00582184			Custom@1313162067	Scene	50.000000			1	4
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	17	00582185			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	18	00582186			Custom@1313162067	Scene	50.000000			1	2
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	19	00582187			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	20	00582188			Greeting	Miscellaneous	50.000000			10	14
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	21	00585674			Idle	Miscellaneous	50.000000			11	13
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	22	00585675			Hello	Miscellaneous	50.000000			11	13
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	23	00585B4F			Custom@1313162067	Scene	50.000000			1	1
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	24	00585B50			Custom@1313162067	Scene	50.000000			1	1
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	25	00585B51			Custom@1313162067	Scene	50.000000			1	13
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	26	00585BB4			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	27	00585BB5			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	28	00585BB6			Custom@1313162067	Scene	50.000000			0	0
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	29	00585BB7			Custom@1313162067	Scene	50.000000			0	0
00582173	COMP_Quest_Intro_Lite_Wanderer	Wanderer	0	00585BF6			Idle	Miscellaneous	50.000000			6	8
00582173	COMP_Quest_Intro_Lite_Wanderer	Wanderer	1	00585BF7			Hello	Miscellaneous	50.000000			5	7
00582173	COMP_Quest_Intro_Lite_Wanderer	Wanderer	2	00585BF8			Greeting	Miscellaneous	50.000000			12	18
00582173	COMP_Quest_Intro_Lite_Wanderer	Wanderer	3	00585BF9			Custom@1313162067	Scene	50.000000			1	1
00582173	COMP_Quest_Intro_Lite_Wanderer	Wanderer	4	00585BFE			Custom@1313162067	Scene	50.000000			1	2
00582173	COMP_Quest_Intro_Lite_Wanderer	Wanderer	5	00585BFF			Custom@1313162067	Scene	50.000000			1	1
00582173	COMP_Quest_Intro_Lite_Wanderer	Wanderer	6	00585C00			Custom@1313162067	Scene	50.000000			1	1
